Layer,계약연도,시도,시군구,신용정보,전자압류,EGS,계약유형_계약여부,신용정보(\),전자압류(\),EGS (\),합계,지방세,세외수입,기타,부서_계약여부
A,2025,서울시,서울특별시,1,1,0,1,7370,3300,0,10670,0,1,0,1
A,2025,서울시,서울특별시,1,0,0,1,3300,,0,3300,1,0,0,1
A,2025,부산시,부산광역시,1,0,0,1,3960,,0,3960,1,0,0,1
A,2025,대구시,대구광역시,1,0,0,1,3960,,0,3960,1,0,0,1
A,2025,인천시,인천광역시,1,0,0,1,2640,,0,2640,0,1,0,1
A,2025,인천시,인천광역시,1,0,0,1,8250,,0,8250,1,0,0,1
A,2025,광주시,광주광역시,1,1,0,1,3520,2200,0,5720,0,1,0,1
A,2025,대전시,대전광역시,1,1,1,1,3960,3300,10120,17380,0,1,0,1
A,2025,대전시,대전광역시,1,0,0,1,3960,,0,3960,1,0,0,1
A,2025,대전시,대전광역시,1,0,0,1,5940,,0,5940,0,0,1,1
A,2025,울산시,울산광역시,1,1,0,1,3960,1100,0,5060,0,1,0,1
A,2025,세종시,세종특별자치시,1,1,1,1,3960,3300,10120,17380,0,1,0,1
A,2025,세종시,세종특별자치시,1,1,1,1,3960,3300,10120,17380,1,0,0,1
A,2025,경기도,경기도,1,0,0,1,5280,,0,5280,0,1,0,1
A,2025,충청북도,충청북도,1,1,0,1,3960,1040,0,5000,0,1,0,1
A,2025,충청남도,충청남도,1,1,0,1,3960,1100,0,5060,0,1,0,1
A,2025,전라북도,전북특별자치도,1,1,0,1,3960,2200,0,6160,0,1,0,1
A,2025,제주도,제주특별자치도,1,1,1,1,11880,24900,18480,55260,0,1,0,1
A,2025,제주도,제주특별자치도,1,1,1,1,4840,19800,13200,37840,1,0,0,1
B,2025,서울시,종로구,1,0,0,1,4290,,0,4290,0,1,0,1
B,2025,서울시,종로구,1,1,0,1,2970,3300,0,6270,1,0,0,1
B,2025,서울시,중구,1,1,0,1,7920,8800,0,16720,0,1,0,1
B,2025,서울시,용산구,1,1,0,1,6270,1100,0,7370,1,0,0,1
B,2025,서울시,성동구,1,1,0,1,7920,11440,0,19360,0,1,0,1
B,2025,서울시,광진구,1,1,0,1,2640,3300,0,5940,0,1,0,1
B,2025,서울시,광진구,1,1,0,1,5940,9900,0,15840,1,0,0,1
B,2025,서울시,동대문구,1,0,0,1,2640,,0,2640,0,1,0,1
B,2025,서울시,동대문구,1,1,0,1,6930,6600,0,13530,1,0,0,1
B,2025,서울시,중랑구,1,1,0,1,2640,1100,0,3740,0,1,0,1
B,2025,서울시,중랑구,1,0,0,1,3960,,0,3960,1,0,0,1
B,2025,서울시,성북구,1,1,0,1,2200,1100,0,3300,0,1,0,1
B,2025,서울시,성북구,1,1,0,1,4290,1100,0,5390,1,0,0,1
B,2025,서울시,강북구,1,1,0,1,5280,7700,0,12980,1,0,0,1
B,2025,서울시,도봉구,1,0,0,1,1320,,0,1320,0,1,0,1
B,2025,서울시,도봉구,1,1,0,1,3960,1100,0,5060,1,0,0,1
B,2025,서울시,노원구,1,0,0,1,3960,,0,3960,1,0,0,1
B,2025,서울시,은평구,1,1,0,1,2640,5500,0,8140,0,1,0,1
B,2025,서울시,은평구,1,1,0,1,3960,2200,0,6160,1,0,0,1
B,2025,서울시,서대문구,1,0,0,1,5940,,0,5940,1,0,0,1
B,2025,서울시,마포구,1,0,0,1,6600,,0,6600,1,0,0,1
B,2025,서울시,양천구,1,0,0,1,2500,,0,2500,0,1,0,1
B,2025,서울시,양천구,1,1,0,1,6600,1100,0,7700,1,0,0,1
B,2025,서울시,강서구,1,1,0,1,3960,9900,0,13860,0,1,0,1
B,2025,서울시,강서구,1,0,0,1,4290,,0,4290,1,0,0,1
B,2025,서울시,구로구,1,0,0,1,2640,,0,2640,0,1,0,1
B,2025,서울시,구로구,1,0,0,1,6270,,0,6270,1,0,0,1
B,2025,서울시,금천구,1,0,0,1,9240,,0,9240,1,0,0,1
B,2025,서울시,영등포구,1,0,0,1,2640,,0,2640,0,1,0,1
B,2025,서울시,영등포구,1,1,1,1,8910,6600,1980,17490,1,0,0,1
B,2025,서울시,동작구,1,1,0,1,4290,1100,0,5390,1,0,0,1
B,2025,서울시,관악구,1,0,0,1,3960,0,0,3960,0,1,0,1
B,2025,서울시,관악구,1,0,0,1,3960,,0,3960,1,0,0,1
B,2025,서울시,서초구,1,0,1,1,2640,0,1980,4620,0,1,0,1
B,2025,서울시,서초구,1,1,0,1,4950,8800,0,13750,1,0,0,1
B,2025,서울시,강남구,1,0,0,1,2640,,0,2640,0,1,0,1
B,2025,서울시,강남구,1,1,0,1,4950,7700,0,12650,1,0,0,1
B,2025,서울시,송파구,1,1,0,1,8580,6952,0,15532,1,0,0,1
B,2025,서울시,강동구,1,0,0,1,2640,,0,2640,0,1,0,1
B,2025,서울시,강동구,1,1,0,1,6600,9900,0,16500,1,0,0,1
B,2025,부산시,중구,1,1,0,1,6270,1100,0,7370,1,0,0,1
B,2025,부산시,서구,1,1,0,1,7920,1100,0,9020,0,1,0,1
B,2025,부산시,서구,1,0,0,1,3960,,0,3960,1,0,0,1
B,2025,부산시,영도구,1,0,0,1,3960,,0,3960,0,1,0,1
B,2025,부산시,동래구,1,1,0,1,7920,9900,0,17820,1,0,0,1
B,2025,부산시,북구,1,1,0,1,5280,1100,0,6380,0,1,0,1
B,2025,부산시,사하구,1,0,1,1,3960,,10120,14080,0,1,0,1
B,2025,부산시,금정구,1,1,0,1,3960,1100,0,5060,0,1,0,1
B,2025,부산시,강서구,1,1,0,1,3960,1100,0,5060,0,1,0,1
B,2025,부산시,기장군,1,1,0,1,1320,1100,0,2420,0,1,0,1
B,2025,부산시,기장군,1,1,0,1,3960,3300,0,7260,1,0,0,1
B,2025,대구시,동구,1,0,0,1,1320,,0,1320,1,0,0,1
B,2025,대구시,서구,1,0,0,1,1320,,0,1320,0,1,0,1
B,2025,대구시,서구,1,0,0,1,1320,,0,1320,1,0,0,1
B,2025,대구시,남구,1,1,0,1,1320,1100,0,2420,0,1,0,1
B,2025,대구시,수성구,1,1,0,1,1320,1100,0,2420,0,1,0,1
B,2025,대구시,수성구,1,0,0,1,1320,,0,1320,1,0,0,1
B,2025,대구시,달서구,1,1,1,1,1320,4520,6160,12000,1,0,0,1
B,2025,대구시,달성군,1,0,1,1,1320,,6160,7480,0,1,0,1
B,2025,대구시,달성군,1,0,0,1,1320,,0,1320,1,0,0,1
B,2025,인천시,중구,1,1,1,1,5280,3300,10120,18700,0,1,0,1
B,2025,인천시,중구,1,0,0,1,3960,,0,3960,1,0,0,1
B,2025,인천시,연수구,1,1,1,1,3960,2200,10120,16280,0,1,0,1
B,2025,인천시,연수구,1,1,0,1,3960,1100,0,5060,1,0,0,1
B,2025,인천시,남동구,1,1,1,1,3960,2200,10120,16280,0,1,0,1
B,2025,인천시,남동구,1,1,1,1,1320,2200,10120,13640,1,0,0,1
B,2025,인천시,부평구,1,1,0,1,2640,3300,0,5940,0,1,0,1
B,2025,인천시,부평구,1,1,0,1,3960,3300,0,7260,1,0,0,1
B,2025,인천시,계양구,1,1,1,1,2640,9900,10120,22660,0,1,0,1
B,2025,인천시,계양구,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,인천시,서구,1,1,1,1,5280,6600,10120,22000,0,1,0,1
B,2025,인천시,서구,1,0,0,1,4620,,0,4620,1,0,0,1
B,2025,인천시,동구,1,1,0,1,3960,2200,0,6160,1,0,0,1
B,2025,인천시,미추홀구,1,1,0,1,4290,5500,0,9790,0,1,0,1
B,2025,인천시,미추홀구,1,1,0,1,4290,5500,0,9790,1,0,0,1
B,2025,인천시,강화군,0,0,1,1,,,7480,7480,0,1,0,1
B,2025,인천시,강화군,1,0,0,1,1320,,0,1320,1,0,0,1
B,2025,인천시,옹진군,1,1,1,1,3960,1100,7480,12540,0,1,0,1
B,2025,인천시,옹진군,1,1,1,1,2640,2200,7480,12320,1,0,0,1
B,2025,광주시,동구,1,1,1,1,1320,550,10120,11990,0,1,0,1
B,2025,광주시,동구,1,1,1,1,3960,550,10120,14630,1,0,0,1
B,2025,광주시,서구,1,1,1,1,1320,2200,10120,13640,0,1,0,1
B,2025,광주시,서구,1,1,1,1,3960,2200,10120,16280,1,0,0,1
B,2025,광주시,남구,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,광주시,북구,1,1,1,1,3960,5500,20240,29700,0,1,0,1
B,2025,광주시,북구,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,광주시,광산구,1,0,1,1,3960,0,10140,14100,0,1,0,1
B,2025,광주시,광산구,1,1,1,1,3960,3300,10120,17380,1,0,0,1
B,2025,대전시,동구,1,1,1,1,1320,6600,10120,18040,0,1,0,1
B,2025,대전시,동구,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,대전시,중구,1,1,1,1,3960,3300,20240,27500,0,1,0,1
B,2025,대전시,중구,1,1,1,1,3960,2200,10120,16280,1,0,0,1
B,2025,대전시,서구,1,1,1,1,3960,2200,10120,16280,0,1,0,1
B,2025,대전시,서구,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,대전시,유성구,1,1,1,1,3960,2200,20240,26400,0,1,0,1
B,2025,대전시,유성구,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,대전시,대덕구,1,0,0,1,3960,0,0,3960,0,1,0,1
B,2025,대전시,대덕구,1,0,1,1,3960,,10120,14080,1,0,0,1
B,2025,울산시,중구,1,1,0,1,1320,9900,0,11220,0,1,0,1
B,2025,울산시,남구,1,0,0,1,1320,,0,1320,0,1,0,1
B,2025,울산시,남구,1,0,0,1,3960,,0,3960,1,0,0,1
B,2025,울산시,북구,1,1,0,1,3960,2200,0,6160,0,1,0,1
B,2025,울산시,울주군,1,1,0,1,3960,1100,0,5060,0,1,0,1
B,2025,경기도,수원시,1,1,1,1,16720,28600,23760,69080,0,1,0,1
B,2025,경기도,수원시,1,1,1,1,6732,27500,7920,42152,1,0,0,1
B,2025,경기도,성남시,1,1,1,1,4840,26840,10120,41800,0,1,0,1
B,2025,경기도,성남시,1,1,1,1,6402,1100,18040,25542,1,0,0,1
B,2025,경기도,의정부시,1,1,1,1,7260,20900,19360,47520,0,1,0,1
B,2025,경기도,의정부시,0,1,1,1,,2200,10120,12320,1,0,0,1
B,2025,경기도,안양시,1,1,1,1,4180,10340,10120,24640,0,1,0,1
B,2025,경기도,안양시,1,1,1,1,6006,2200,15400,23606,1,0,0,1
B,2025,경기도,안양시,1,1,0,1,2640,1100,0,3740,0,0,1,1
B,2025,경기도,안양시,1,1,0,1,1430,1100,0,2530,0,0,1,1
B,2025,경기도,부천시,1,1,1,1,12320,22000,20240,54560,0,1,0,1
B,2025,경기도,부천시,1,1,1,1,10164,23360,20240,53764,1,0,0,1
B,2025,경기도,광명시,1,1,1,1,2640,3850,7920,14410,0,1,0,1
B,2025,경기도,광명시,1,1,1,1,3960,3300,7920,15180,1,0,0,1
B,2025,경기도,평택시,1,1,0,1,1320,9900,0,11220,0,1,0,1
B,2025,경기도,평택시,1,0,0,1,5280,,0,5280,1,0,0,1
B,2025,경기도,평택시,1,1,1,1,2640,19800,7480,29920,0,0,1,1
B,2025,경기도,동두천시,1,1,1,1,3960,2550,10120,16630,0,1,0,1
B,2025,경기도,동두천시,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,경기도,안산시,1,1,1,1,2640,8800,10120,21560,0,1,0,1
B,2025,경기도,안산시,1,1,1,1,4290,9900,15400,29590,1,0,0,1
B,2025,경기도,고양시,1,1,0,1,11000,5500,0,16500,0,1,0,1
B,2025,경기도,고양시,1,1,0,1,11682,9900,0,21582,1,0,0,1
B,2025,경기도,과천시,1,0,0,1,3960,,0,3960,0,1,0,1
B,2025,경기도,과천시,1,1,0,1,3960,1100,0,5060,1,0,0,1
B,2025,경기도,구리시,1,1,1,1,2640,4400,8433,15473,0,1,0,1
B,2025,경기도,구리시,1,0,1,1,3960,,10120,14080,1,0,0,1
B,2025,경기도,남양주시,0,1,0,1,,4400,0,4400,0,1,0,1
B,2025,경기도,남양주시,1,0,0,1,5280,,0,5280,1,0,0,1
B,2025,경기도,오산시,1,0,1,1,1320,,10120,11440,0,1,0,1
B,2025,경기도,오산시,1,1,1,1,3960,7700,10120,21780,1,0,0,1
B,2025,경기도,시흥시,1,1,0,1,7920,5500,0,13420,0,1,0,1
B,2025,경기도,시흥시,1,1,0,1,6600,5500,0,12100,1,0,0,1
B,2025,경기도,시흥시,1,0,0,1,2640,,0,2640,0,0,1,1
B,2025,경기도,시흥시,0,1,0,1,,20000,0,20000,0,0,1,1
B,2025,경기도,군포시,1,1,1,1,2640,1100,10120,13860,0,1,0,1
B,2025,경기도,군포시,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,경기도,의왕시,1,1,1,1,3960,1100,20240,25300,0,1,0,1
B,2025,경기도,의왕시,1,0,0,1,5148,,0,5148,1,0,0,1
B,2025,경기도,의왕시,1,1,0,1,2640,1100,0,3740,0,0,1,1
B,2025,경기도,하남시,1,1,0,1,3960,3300,0,7260,0,1,0,1
B,2025,경기도,하남시,1,1,0,1,3960,1100,0,5060,1,0,0,1
B,2025,경기도,용인시,1,1,1,1,4400,23100,15840,43340,0,1,0,1
B,2025,경기도,용인시,1,1,1,1,11220,9900,15840,36960,1,0,0,1
B,2025,경기도,용인시,1,1,1,1,3630,9900,7920,21450,0,0,1,1
B,2025,경기도,용인시,1,1,0,1,2640,1100,0,3740,0,0,1,1
B,2025,경기도,용인시,1,1,0,1,1320,550,0,1870,0,0,1,1
B,2025,경기도,파주시,1,1,1,1,3960,1100,10690,15750,1,0,0,1
B,2025,경기도,이천시,1,1,1,1,1320,1100,10120,12540,0,1,0,1
B,2025,경기도,이천시,1,1,1,1,3960,3300,12320,19580,1,0,0,1
B,2025,경기도,안성시,1,1,1,1,1320,1100,10120,12540,0,1,0,1
B,2025,경기도,안성시,1,1,1,1,3960,9900,10120,23980,1,0,0,1
B,2025,경기도,김포시,1,1,1,1,1320,34118,10120,45558,0,1,0,1
B,2025,경기도,김포시,1,0,1,1,3960,,10120,14080,1,0,0,1
B,2025,경기도,김포시,1,1,0,1,2640,2360,0,5000,0,0,1,1
B,2025,경기도,화성시,1,1,1,1,3960,16060,17600,37620,0,1,0,1
B,2025,경기도,화성시,1,1,1,1,6600,28600,15400,50600,1,0,0,1
B,2025,경기도,화성시,1,1,0,1,2640,1100,0,3740,0,0,1,1
B,2025,경기도,광주시,1,1,1,1,1320,1100,10120,12540,0,1,0,1
B,2025,경기도,광주시,1,1,1,1,5940,22050,10120,38110,1,0,0,1
B,2025,경기도,양주시,1,1,0,1,1320,1100,0,2420,0,1,0,1
B,2025,경기도,양주시,1,1,0,1,3960,1100,0,5060,1,0,0,1
B,2025,경기도,양주시,1,1,0,1,2640,4400,0,7040,0,0,1,1
B,2025,경기도,포천시,1,1,0,1,6600,9900,0,16500,0,1,0,1
B,2025,경기도,포천시,1,0,0,1,4620,,0,4620,1,0,0,1
B,2025,경기도,여주시,1,1,1,1,2640,9900,10120,22660,0,1,0,1
B,2025,경기도,여주시,1,1,1,1,3960,9900,10120,23980,1,0,0,1
B,2025,경기도,연천군,1,1,0,1,2640,3300,0,5940,1,0,0,1
B,2025,경기도,가평군,1,1,1,1,2640,3300,7480,13420,0,1,0,1
B,2025,경기도,가평군,1,1,1,1,2640,8800,7480,18920,1,0,0,1
B,2025,경기도,양평군,1,0,0,1,1320,,0,1320,0,1,0,1
B,2025,경기도,양평군,1,1,1,1,3960,9900,7920,21780,1,0,0,1
B,2025,강원도,춘천시,1,0,0,1,6270,,0,6270,1,0,0,1
B,2025,강원도,원주시,1,1,0,1,2640,7700,0,10340,0,1,0,1
B,2025,강원도,원주시,1,0,1,1,3960,0,18530,22490,1,0,0,1
B,2025,강원도,원주시,1,0,0,1,2640,,0,2640,0,0,1,1
B,2025,강원도,강릉시,1,1,1,1,2640,8440,7920,19000,0,1,0,1
B,2025,강원도,강릉시,1,1,0,1,4280,7920,0,12200,1,0,0,1
B,2025,강원도,동해시,1,0,0,1,2640,,0,2640,0,1,0,1
B,2025,강원도,동해시,1,0,1,1,3960,0,9900,13860,1,0,0,1
B,2025,강원도,태백시,1,0,1,1,1320,,2640,3960,0,1,0,1
B,2025,강원도,태백시,1,1,1,1,2640,9900,2640,15180,1,0,0,1
B,2025,강원도,속초시,0,1,0,1,,9900,0,9900,1,0,0,1
B,2025,강원도,삼척시,1,0,1,1,5280,,7920,13200,1,0,0,1
B,2025,강원도,홍천군,1,1,0,1,2970,1100,0,4070,1,0,0,1
B,2025,강원도,횡성군,1,0,0,1,2640,,0,2640,1,0,0,1
B,2025,강원도,정선군,1,0,1,1,2640,,2640,5280,0,1,0,1
B,2025,강원도,정선군,1,0,0,1,2640,,0,2640,1,0,0,1
B,2025,강원도,철원군,1,1,0,1,3300,2200,0,5500,1,0,0,1
B,2025,강원도,화천군,1,1,0,1,2970,2200,0,5170,1,0,0,1
B,2025,강원도,양구군,1,1,1,1,3300,2200,5280,10780,1,0,0,1
B,2025,강원도,영월군,1,1,0,1,6510,10560,0,17070,1,0,0,1
B,2025,강원도,평창군,1,1,1,1,2200,5280,2200,9680,1,0,0,1
B,2025,강원도,고성군,1,0,0,1,2640,,0,2640,1,0,0,1
B,2025,강원도,인제군,1,0,0,1,1320,,0,1320,0,1,0,1
B,2025,강원도,인제군,1,0,0,1,2640,,0,2640,1,0,0,1
B,2025,강원도,양양군,1,1,0,1,2640,2200,0,4840,1,0,0,1
B,2025,충청북도,청주시,1,1,1,1,3960,15000,9330,28290,0,1,0,1
B,2025,충청북도,청주시,0,0,1,1,,,2650,2650,1,0,0,1
B,2025,충청북도,충주시,1,0,1,1,1320,,9433,10753,0,1,0,1
B,2025,충청북도,충주시,1,0,1,1,3960,0,11255,15215,1,0,0,1
B,2025,충청북도,제천시,1,1,1,1,3960,4400,7480,15840,0,1,0,1
B,2025,충청북도,제천시,1,1,1,1,3960,6600,7480,18040,1,0,0,1
B,2025,충청북도,보은군,1,0,0,1,2640,,0,2640,1,0,0,1
B,2025,충청북도,옥천군,1,1,0,1,1320,3300,0,4620,0,1,0,1
B,2025,충청북도,영동군,1,1,0,1,2640,1100,0,3740,0,1,0,1
B,2025,충청북도,영동군,1,0,0,1,2640,,0,2640,1,0,0,1
B,2025,충청북도,진천군,1,1,1,1,2640,2200,7200,12040,1,0,0,1
B,2025,충청북도,괴산군,1,1,0,1,2640,1100,0,3740,1,0,0,1
B,2025,충청북도,음성군,1,1,1,1,2640,2480,7480,12600,0,1,0,1
B,2025,충청북도,음성군,1,1,1,1,2640,3880,7480,14000,1,0,0,1
B,2025,충청북도,단양군,1,1,0,1,2640,1100,0,3740,1,0,0,1
B,2025,충청북도,증평군,1,1,0,1,2640,2200,0,4840,0,1,0,1
B,2025,충청북도,증평군,1,0,0,1,2640,,0,2640,1,0,0,1
B,2025,충청남도,천안시,1,1,1,1,9240,3300,15400,27940,0,1,0,1
B,2025,충청남도,천안시,1,1,1,1,9240,6600,17930,33770,1,0,0,1
B,2025,충청남도,천안시,1,1,1,1,2640,1100,10120,13860,0,0,1,1
B,2025,충청남도,공주시,1,1,0,1,6600,3300,0,9900,0,1,0,1
B,2025,충청남도,공주시,1,1,1,1,3960,6600,10120,20680,1,0,0,1
B,2025,충청남도,보령시,1,1,0,1,3960,2200,0,6160,0,1,0,1
B,2025,충청남도,보령시,1,1,0,1,3960,1320,0,5280,1,0,0,1
B,2025,충청남도,아산시,1,1,1,1,2640,5500,10120,18260,0,1,0,1
B,2025,충청남도,아산시,1,1,1,1,3960,1100,10120,15180,1,0,0,1
B,2025,충청남도,서산시,1,1,0,1,1320,1100,0,2420,0,1,0,1
B,2025,충청남도,서산시,1,1,0,1,3960,1100,0,5060,1,0,0,1
B,2025,충청남도,논산시,1,1,1,1,2640,1100,10120,13860,0,1,0,1
